ensgid,gene_name,Subsystem,category.HPA,tissues.HPA,category.GTEx,tissues.GTEx,fpkm.HPA.adrenal,fpkm.HPA.appendices,fpkm.HPA.bonemarrow,fpkm.HPA.brain,fpkm.HPA.colon,fpkm.HPA.duodenum,fpkm.HPA.endometrium,fpkm.HPA.esophagus,fpkm.HPA.fallopiantube,fpkm.HPA.fat,fpkm.HPA.gallbladder,fpkm.HPA.heart,fpkm.HPA.kidney,fpkm.HPA.liver,fpkm.HPA.lung,fpkm.HPA.lymphnode,fpkm.HPA.ovary,fpkm.HPA.pancreas,fpkm.HPA.placenta,fpkm.HPA.prostate,fpkm.HPA.rectum,fpkm.HPA.salivarygland,fpkm.HPA.skeletalmuscle,fpkm.HPA.skin,fpkm.HPA.smallintestine,fpkm.HPA.smoothmuscle,fpkm.HPA.spleen,fpkm.HPA.stomach,fpkm.HPA.testis,fpkm.HPA.thyroid,fpkm.HPA.tonsil,fpkm.HPA.urinarybladder,fpkm.GTEx.adipose,fpkm.GTEx.adrenal,fpkm.GTEx.artery,fpkm.GTEx.bladder,fpkm.GTEx.blood,fpkm.GTEx.brain.cerebellum,fpkm.GTEx.brain.cerebrum,fpkm.GTEx.breast,fpkm.GTEx.cervix,fpkm.GTEx.colon,fpkm.GTEx.esophagus,fpkm.GTEx.fallopiantube,fpkm.GTEx.heart,fpkm.GTEx.kidney,fpkm.GTEx.liver,fpkm.GTEx.lung,fpkm.GTEx.nerve,fpkm.GTEx.ovary,fpkm.GTEx.pancreas,fpkm.GTEx.pituitary,fpkm.GTEx.prostate,fpkm.GTEx.skeletalmuscle,fpkm.GTEx.skin,fpkm.GTEx.smallintestine,fpkm.GTEx.spleen,fpkm.GTEx.stomach,fpkm.GTEx.testis,fpkm.GTEx.thyroid,fpkm.GTEx.uterus,fpkm.GTEx.vagina,geneID
ENSG00000134287,ARF3,Trafficking regulation,Expressed in all,,Expressed in all,,52.11,64.91,33.63,193.74,81.34,38.72,45.3,57.7,60.92,46.03,43.78,22.51,61.9,17.61,59.67,41.02,38.4,8.97,49.02,49.23,75.08,24.71,4.01,49.28,46.61,60.92,51.83,42.49,48.98,62.11,57.61,52.14,9.1,16.66,12.85,10.89,10.16,14.51,31.32,9.96,12.12,14.4,12.22,10.61,5.32,11.33,4.58,12.56,9.31,7.71,4.97,14.15,8.93,1.46,9.81,9.71,9.52,9.38,12.43,13.05,11.25,10.93,377
ENSG00000069974,RAB27A,Post-Golgi trafficking,Expressed in all,,Expressed in all,,23.23,36.51,49.55,2.12,43.79,23.45,11.93,17.15,9.41,12.27,16.8,2.93,8.08,16.97,34.63,39.26,6.72,6.51,11.25,53.3,55.92,4.32,0.67,8.7,32.79,21.44,19,85.14,10.24,29.79,38.54,27.81,5.43,12.26,9.63,6.53,27.38,1.83,1.38,6.92,5.97,10.38,4.89,6.79,1.61,3.53,9.45,14.57,3.82,2.79,5.16,19.79,14.57,0.7,3.7,7.56,9.5,15.77,3.67,8.61,5.51,5.84,5873
ENSG00000164574,GALNT10,Golgi glycosylation,Expressed in all,,Expressed in all,,13.65,13.08,10.64,6.57,13.15,10.93,6.17,4.12,15.5,9.04,16.97,4.96,6.99,1.11,12.96,8.69,57.14,1.81,3.77,7.73,13.17,6.4,0.79,4.07,9.99,10.04,12.62,17.09,4.92,13.39,8.47,12.38,5.62,7.25,5.91,3.83,5.2,1.35,3.13,6.56,4.74,5.91,1.96,3.77,2.68,3.75,1.35,8.4,5.8,20.16,2.92,4.31,5.24,1.51,3.06,6.24,7.73,7.81,2.7,8.81,2.89,3.1,55568
ENSG00000182179,UBA7,ERAD,Expressed in all,,Expressed in all,,12.77,27.98,19.39,4.96,15.11,31.23,16.32,12.69,24.01,12.28,26.76,7.62,6.81,6.65,31.7,41.17,22.38,2.71,14.99,15.37,21.23,20.05,2.26,13.89,29.11,16.79,42.1,19.87,4.7,16.28,27.15,23.45,17.87,20.87,18.35,25.03,22.69,3.16,5.99,28.69,23.38,30.82,14.35,23.93,8.55,22.06,11.5,38.23,24.07,34.98,11,15.26,38.54,2.85,10.33,54.4,69.69,23.26,7.77,34.88,28.51,26.3,7318
ENSG00000016864,GLT8D1,Golgi glycosylation,Expressed in all,,Expressed in all,,35.23,19.2,5.26,22.6,21.78,19.04,34.37,15.9,60.26,19.56,33.41,17.16,31.99,26.44,25.81,21.14,45.9,5.1,40.86,30.28,27.21,15.9,4.66,13.87,19.84,29.76,19.13,20.28,67.89,62.74,22.35,44.4,13.84,17.28,12.09,14.18,4.27,11.18,9.38,16.48,16.98,9.89,6.82,15.92,7.47,10.4,11.08,13.82,20.33,19.59,9.5,33.41,12.46,4.61,10.01,10.22,10.89,11.13,28.71,23.82,16,14.79,55830
ENSG00000088833,NSFL1C,ERAD,Expressed in all,,Expressed in all,,20.27,10.93,12.21,15.75,12.87,10.22,16.55,19.85,24.18,11.76,12.46,13.24,12.26,7.14,13.3,11.1,19.92,2.68,14.9,16.55,13.72,8.63,12.78,22.15,12.26,17.41,12.44,9.15,11.86,15.45,13.92,13.11,14.51,23.15,13.92,14.82,22.16,13.34,14.78,14.26,16.63,11.54,14.98,15.49,9.73,11.1,9.08,13.45,15.65,15.22,6.11,11.37,14.16,17.51,20.9,13.28,19.04,11.02,15.46,12.07,15.86,15.52,55968
ENSG00000197563,PIGN,GPI biosynthesis,Expressed in all,,Expressed in all,,7.88,7.65,3.19,6.5,14.21,9.08,9.33,22.48,9.24,7.22,12.55,7.85,7.43,5.83,8.16,7.33,8.6,3.95,11.09,13.19,15.82,6.46,3.32,11.31,10.35,7.61,6.54,11.81,16.38,16.43,11.45,17.63,2.99,3.28,2.14,4.45,0.89,1.94,1.86,3.88,2.83,3.6,7.23,2.46,2.42,1.61,1.7,2.71,3.03,3.19,2.65,3.11,4.33,1.88,5.01,2.66,2.43,4.73,4.42,3.78,2.68,4.66,23556
ENSG00000060642,PIGV,GPI biosynthesis,Expressed in all,,Expressed in all,,9.9,5.19,3.04,4.37,8.19,6.95,7.26,6.89,13.45,5.34,8.76,2.46,10.63,10.91,6.69,5.75,8.67,2.55,7.17,10.42,9.27,6.03,1.05,8.33,6.69,6.68,5.32,7.66,37.78,12.81,7.88,8.95,4.25,9.87,3.2,6.49,2.9,2.64,3.28,5.88,5.1,5.71,4.73,4.46,1.64,4,6.96,4.56,4.78,5.21,3.73,6.97,6,1.35,6.18,4.52,4.73,5.03,26.3,6.87,5.67,5.57,55650
ENSG00000175416,CLTB,Post-Golgi trafficking,Expressed in all,,Expressed in all,,41.87,36.85,18.68,52.93,65.94,56.41,23.63,194.91,28.82,34.36,30.32,84.19,23.07,8.92,35.65,24,34.61,9.72,54.23,30.99,32.25,20.71,64.98,139.91,56.72,30.36,32.6,72.79,17.02,25.46,41.09,33.72,34.71,57.89,46.47,35.92,19.84,57.79,47.43,31.25,39.58,63.95,154.53,39.55,71.53,36.03,19.46,39.44,58.16,49.55,16.99,57.24,42.94,57.38,176.89,43.41,34.23,48.79,24.21,32.65,37.4,99.24,1212
ENSG00000138674,SEC31A,COPII,Expressed in all,,Expressed in all,,63.97,50.81,32.05,30.97,61.88,75.24,63.37,56.96,75.45,54.46,92.21,48.04,81.08,54.73,55.93,44,68.77,35.67,59.23,86.83,77.74,56.08,15.26,52.24,71.25,62.86,43.49,60.65,55.22,100.27,58.18,35.76,28.93,28.78,36.83,24.76,6.21,17.34,11.07,29.74,40.93,19.81,21.35,31.68,16.58,19,18.41,28.7,28.21,44.61,27.4,34.86,27.61,15.9,24.45,23.42,18.86,22.22,19,30.82,36.27,32.73,22872
ENSG00000170310,STX8,COPI,Expressed in all,,Expressed in all,,55.01,35.2,45.98,34.17,47.37,30.75,64.15,49.43,78.14,46.89,62.73,58.88,69.23,33.89,38.17,62.91,59.35,20.29,44.38,64.82,70.25,43.59,20.59,50.14,37.33,77.17,37.87,32.33,121.97,89.23,69.29,76.1,7.31,6.99,7.11,7.14,3.93,4.47,5.95,6.88,8.16,5.47,4.65,6.24,5.34,5.86,3,5.84,7.77,6.5,3.91,6.63,7.04,4.41,6.2,5.45,6.16,6.07,16.49,6.67,7.15,7.16,9482
ENSG00000036054,TBC1D23,Trafficking regulation,Expressed in all,,Expressed in all,,15.77,11.82,9.77,10.02,12.33,14.75,14,14.71,10.1,11.22,13.45,8.31,12.87,8.69,11.31,10.8,13.56,3.86,16.17,9.57,13.07,7.13,4.18,10.11,14.84,12.24,9.35,11.24,17.32,13.11,13.31,14.64,9.88,11.41,7.32,6.99,3.53,9.44,5.32,9.96,7.22,6.3,7.17,6.94,5.02,4.94,4.85,8.05,10.74,9.03,4.88,8.21,6.84,6.62,9.49,7.6,7.15,6.1,7.88,8.02,7.12,7.9,55773
ENSG00000186635,ARAP1,Trafficking regulation,Expressed in all,,Expressed in all,,33.89,50.01,46.44,18.32,19.96,19.61,25.48,24.74,50.91,23.14,41.98,18.55,14.56,5.75,57.84,42.99,38.69,6.62,37.45,21.2,15.77,16.09,4.87,33.46,26.05,23.68,63.72,20.78,12.55,29.97,22.49,45.3,15.91,29.22,12.37,18.05,67.44,13.81,10.63,18.44,18.92,16.7,15.34,20.02,10.52,19.72,10.34,34.87,18.09,24.08,10.85,32.2,22.43,3.78,15.49,23.72,60.03,13.37,9.73,24.91,21.56,20.07,116985
ENSG00000134109,EDEM1,ERAD,Expressed in all,,Expressed in all,,9.92,28.53,30.8,4.33,13.77,10.71,11.55,10.95,9.3,8.48,12.17,3.21,9.46,17.63,25.34,35.41,11.27,3.21,12.13,10.93,14.48,5.71,1.01,11.81,12.49,10.86,19.45,13.31,10.9,17.81,35.93,19.12,9.45,9.44,7.47,9.14,8,5.91,3.78,12.98,11.2,10.5,10.97,11.28,3.54,5.46,29.76,22.34,9.25,11.13,12.47,8.77,10.9,2.83,13.86,17.13,19.43,9.62,9.27,10.52,10.91,12.17,9695
ENSG00000213676,ATF6B,UPR,Expressed in all,,Expressed in all,,23.8,40.12,32.81,24.4,35,29.55,36.45,34.75,60.15,23.58,39.61,17.31,16.47,8.88,32.89,46.4,47.58,7.59,36.62,36.62,32.48,18.6,4.4,50.83,30.02,32.19,46.09,31.25,22.91,37.44,40.03,42.2,28.85,35.58,30.54,47.54,30.83,37.52,18.01,44.05,43.29,43.42,38.03,39.84,14.73,26.1,15.47,34.01,37.82,53.03,22.51,41.19,43.01,9.19,40.87,44.2,55.31,35.75,33.2,48.68,44.54,43.81,1388
ENSG00000090989,EXOC1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,14.13,15.48,5.99,19.07,14.64,12.93,15.19,19.65,15.02,13.12,14.98,8.4,12.03,3.78,14.77,15.08,12.15,2.06,15.64,12.35,15.85,6.37,3.2,19.61,12.03,13.29,13.84,10.51,17.03,14.36,16.34,16.25,16.63,13.53,11.82,15.09,6.46,15.95,13.95,18.16,14.63,15.3,20.42,14.11,8.32,9.14,4.51,15.38,21.32,13.16,6.94,15.2,14.57,6.15,15.64,13.88,18.25,11.09,16.64,16.45,14.22,17.78,55763
ENSG00000173960,UBXN2A,ERAD,Expressed in all,,Expressed in all,,4.45,4.15,3.06,3.96,5.63,6.6,6.4,5.57,3.66,6.42,3.68,4.47,4.06,2.28,5.41,3.55,3.48,1,5.23,3.81,3.75,3.12,4.46,3.2,5.47,6.91,3.09,2.47,3.38,4.4,4.09,5.22,3.19,2.76,2.69,2.98,0.53,2.62,2.03,3.19,2.95,2.53,2.89,2.84,3.03,1.74,1.25,2.43,4.65,2.02,1.13,2.06,2.6,3.78,2.59,2.47,1.69,1.88,2.16,2.38,3.09,2.76,165324
ENSG00000185722,ANKFY1,Trafficking regulation,Expressed in all,,Expressed in all,,12.14,12.28,7.94,18.27,11.03,8.84,13.28,11.21,15.84,9.98,11.79,5.62,8.28,4.76,13.66,11.53,16.73,2.18,11.78,9.79,11.58,6.44,3.05,14.05,9.52,12.59,12.29,9.22,6.3,13.59,10.66,12.12,9.01,12.49,8.79,12.82,3.41,12.97,8.67,11.91,12.27,11.43,8.33,11.57,5.21,7.41,5.13,11.79,11.94,14.17,4.51,11.29,11.06,5.81,10.02,11.38,11.44,9.56,6.63,10.85,15.07,11.91,51479
ENSG00000109436,TBC1D9,Trafficking regulation,Expressed in all,,Expressed in all,,8.41,14.94,1.01,14.86,6.53,6.52,8.28,7.97,11.05,13.72,14.32,4.76,12.14,4.87,14.89,13.61,13.94,2.12,16.18,13.69,5.85,2.23,0.62,1.19,8.13,6.95,28.12,11.73,3.78,6.2,17.14,18.07,10.9,3.7,4.28,9.96,1.5,33.18,8.36,28.96,7.42,3.67,4.69,6.06,3.71,6.1,2.67,9.54,5.04,8.52,3.46,5.68,7.76,0.74,2.68,10.71,17.22,7.09,1.96,4.75,4.34,6.53,23158
ENSG00000185009,AP3M1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,19.77,20.48,7.78,12.41,17.56,15.54,21.69,20.37,20.1,17.41,17.19,11.13,14.26,9.67,14.74,21.29,16.19,5.33,24.17,20.8,22.53,8.58,3.48,12.08,14.72,23.95,16.45,14.71,17.98,21.92,26.86,23.69,11.17,15.37,10.42,12.44,5.31,7.02,5.65,11.75,11.22,10.64,11.15,9.78,6.5,7.02,6.29,10.65,10.96,9.71,6.84,7.65,12.11,5.55,9.16,10.82,11.45,10.8,10.12,11.5,12.12,10.98,26985
ENSG00000103051,COG4,Trafficking regulation,Expressed in all,,Expressed in all,,14.13,12.54,7.99,14.43,16.51,10.52,13.82,21.54,21.32,13.42,15.23,13.14,12.99,6.16,18.15,13.49,16.91,2.48,17.88,13.2,15.04,8.54,17.88,16.57,11.17,16.87,16.96,14.78,17.72,14.06,15.73,16.21,14.95,26.22,15.17,18.87,11.61,21.77,12.93,17.17,16.1,22.56,23.43,16.5,13.27,19.55,13.08,18.25,19.93,18.92,9.47,26.04,21.24,19.38,20.27,22.07,29.1,17.19,41.07,25.92,18.43,19.44,25839
ENSG00000182446,NPLOC4,ERAD,Expressed in all,,Expressed in all,,17.02,25.05,16.36,19.19,17.17,15.8,16.74,27.49,19.6,23.66,19.64,21.74,18.55,7.03,23.61,24.49,14.9,5.34,22.37,17.17,16.22,10.72,23.78,25.25,18.27,23.53,24.06,19.15,29.99,18.77,22.66,21.18,14.58,18.5,14.39,12.96,9.34,10,7.65,12.58,11.27,13.26,15.79,13.32,13.03,16.25,11.21,15.55,13.7,11.11,8.59,15.25,15.8,32.01,15.99,14.42,18.7,12.98,23.2,13.65,13.85,11.37,55666
ENSG00000100083,GGA1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,18.97,19.44,18.38,18.65,14.96,17.02,17.23,18.39,23.85,10.94,18.81,10.33,10.17,4.37,18.84,22.92,19.8,4.88,17.14,16.25,13.31,15.03,9.67,22.15,16.39,13.13,25.57,17.94,101.8,23.25,15.84,16.68,9.69,19.41,9.09,13.05,10.43,20.72,9.01,14.88,15.12,16.2,13.94,14.93,6.31,14.13,9.13,14.79,15.35,19.4,8.71,27.85,19.38,7.69,14.02,18.77,25.52,13.17,98.05,20.45,15.46,13.84,26088
ENSG00000106803,SEC61B,Translocation,Expressed in all,,Expressed in all,,132.9,123.75,118.81,38.35,98.32,100.85,99.67,95.54,126.19,82.19,117.3,39.05,75.15,83.64,93.85,139.05,84.39,87.21,90.76,126.23,76.98,158.59,8.89,64.34,88.75,81.68,86.76,99.27,49.93,157.35,111.58,119.13,37.7,66.25,37.39,26.45,24.94,16.38,21.41,42.11,60.03,41.52,39.72,50.69,16.01,49.18,76.1,49.03,38.33,45.29,86.39,72.17,55.51,8.43,32.96,40.2,52.07,46.02,32.28,47.04,49.77,47.58,10952
ENSG00000088298,EDEM2,ERAD,Expressed in all,,Expressed in all,,11.56,13.33,11.5,4.89,14.22,13.7,8.44,7.8,15.93,11.44,13.42,5.26,10.71,8.45,20.29,15.21,7.12,4.36,20.81,11.88,16.63,8.71,0.92,6.35,13.08,12.09,17.11,11.64,5.38,11.06,16.2,16.56,9.98,14.57,6.77,7.8,14.39,9.01,3.03,8.85,8.66,9.33,5.98,7.62,4.8,8.5,10.49,12.49,8.76,6.03,9.41,13.66,9.41,1.97,7.42,10.13,17.32,7.01,5.26,9.01,6.99,7.39,55741
ENSG00000076984,MAP2K7,UPR,Expressed in all,,Expressed in all,,6.57,8.69,9.86,6.72,6.77,8.52,9.46,4.87,8.37,7.89,6.02,5.38,5.12,2.41,8.69,9.05,9.05,3.12,9.35,7.59,3.53,7.54,11.68,10.28,8.54,5.29,13.01,8.15,9.48,5.66,4.9,6.49,14.58,12.52,13.89,18.92,11.37,22.96,9.62,19.08,20.49,15.94,12.77,16.83,8.8,13.1,10.28,13.41,15.86,19.57,10.35,22.3,19.72,19.1,20.58,16.79,21.46,13.71,20.45,16.36,22.05,18.42,5609
ENSG00000117280,RAB29,Post-Golgi trafficking,Expressed in all,,Expressed in all,,11.73,17.98,3.77,13.63,6.99,7.83,8.02,6.58,6.73,9.92,16.69,7.08,59.69,7.61,11.29,30.89,7.11,1.96,6.14,14.91,8.7,9.79,1.79,4.2,9.74,12.68,21.07,8.13,5.05,33.64,24.31,18.59,8.98,12.01,8.9,11.55,8.07,3.6,6.36,8.15,5.54,4.91,3.54,4.96,4.76,22.57,7.34,8.4,5.32,4.23,3.71,4.69,8.87,2.22,3.53,8.9,14.33,7,2.42,14.61,5.14,4.77,8934
ENSG00000153037,SRP19,Translocation,Expressed in all,,Expressed in all,,20.18,20.74,33.12,11.49,13.77,15.06,17.82,18.33,12.75,12.95,17.79,9.44,12.8,11.5,13.51,25.26,7.95,4.35,15.53,20.21,16.45,11.13,4,11.23,12.36,18.89,13.49,11.07,16.84,28.88,23.51,20.27,2.17,2.92,1.91,2.11,0.79,1.47,1.71,2.48,2.38,1.72,1.99,2.62,1.43,1.71,2.15,1.95,1.75,1.53,2.04,3.36,2.7,1.64,1.21,2.19,1.9,2.06,1.44,2.21,2.11,1.71,6728
ENSG00000103266,STUB1,ERAD,Expressed in all,,Expressed in all,,80.04,37.81,28.38,70.69,36.55,41.12,35.02,68.73,65.19,46.82,51.28,62.28,37.15,17.62,56.49,49.88,52.3,22.8,28.72,53.16,27.19,43.79,53.99,58.59,35.13,35.55,44.61,38.86,26.97,65.13,32.56,49.5,32.26,52.1,33.99,36.43,14.99,45.34,39.63,30.45,35.4,31.62,30.83,34.12,29.37,32.85,19.76,28.49,33.75,32.74,24.45,46.82,36.79,36,45.15,31.31,34.92,34.84,27.9,31.31,35.11,33.07,10273
ENSG00000105443,CYTH2,Trafficking regulation,Expressed in all,,Expressed in all,,8.78,8.07,5.99,3.45,7.53,14.6,13.69,16.79,15.22,8.45,18.11,3.57,6.36,1.8,15.05,8.35,11.97,3.73,12.9,10.59,7.58,7.78,0.78,11.29,10.15,11.54,10.09,11.01,25.44,21.73,7.46,14.11,18.76,18.78,21.78,21.53,10.22,17.95,14.02,28.8,27.41,18.78,21.91,20.57,9.03,21.91,6.8,20.22,19.51,21.23,12.54,28.13,24.31,7.07,24.88,19.07,19.19,20.96,63.66,39.26,20.97,21.07,9266
ENSG00000197226,TBC1D9B,Trafficking regulation,Expressed in all,,Expressed in all,,29.48,17.98,14.54,29.66,20.98,17.16,23.44,24.75,29.07,32.67,26.66,11.64,16.95,9.56,23.84,22.54,27.53,7.8,19.7,20.95,16.41,18.44,8.36,25.63,20.33,22.16,24.85,17.62,17.88,31.32,16.68,24.42,29.59,34.25,18.52,22.42,7.95,40.58,26.6,27.74,27.67,20.92,21.61,23.88,9.61,21.01,15.91,21.89,36.18,26.3,15.01,21.88,25.29,13.44,25.34,22.09,26.63,18.17,17.65,25.83,28.28,25.37,23061
ENSG00000244038,DDOST,ER glycosylation,Expressed in all,,Expressed in all,,82.61,99.38,100.99,36.79,119.54,93.09,95.44,79.08,147.65,66.77,99.41,65.59,65.41,34.32,85.82,90.39,120.25,47.76,166.74,88.19,141.78,75.41,14.36,59.2,84.72,106.02,98.4,100.46,88.74,182.5,103.55,118.05,49.92,86.32,52.61,57.22,34.47,22.86,22.47,60.46,73.62,77.84,53.94,72.69,46.7,49.56,49,74.25,51,82,84.91,79.21,58.8,21.83,49.84,65.92,110.06,72.21,78.69,75.2,73.38,72.75,1650
ENSG00000025796,SEC63,Translocation,Expressed in all,,Expressed in all,,25.95,18.35,12.61,15.98,13.88,11,21.49,15.56,19.16,18.4,17.86,8.97,14.27,16.42,16.28,11.69,27.75,11.93,14.2,23.81,12.4,30.44,2.19,8.37,11.9,15.64,10.67,15.23,30.84,39.53,12.23,16.85,18.32,21.1,18.72,16.54,3.79,10.4,11.42,18.51,20.64,11.23,9.08,18.4,8.58,6.9,12.23,17.27,19.92,24.96,21.71,18.9,15.86,6.61,12.44,12.19,10.31,14.74,19.14,22.49,17.21,15.52,11231
ENSG00000143740,SNAP47,Post-Golgi trafficking,Expressed in all,,Expressed in all,,23.9,8.81,5.16,21.51,8.55,7.22,23.68,10.73,18.85,6.71,11.89,20.96,11.08,6.55,10.9,15.22,29.52,3.47,15,12.34,8.59,9.2,7.73,9.22,7.82,17.09,10.4,8.03,31.1,15.69,12.62,14,4.83,15.58,4.99,7.8,2.56,12.41,11.58,8.36,8.57,5.22,4.3,10.38,7.25,5.81,4.6,5.09,9.61,22.81,3.68,12.97,7.23,6.82,6.21,6.1,6.04,5.85,20.41,7.59,13.31,6.07,116841
ENSG00000008256,CYTH3,Trafficking regulation,Expressed in all,,Expressed in all,,7.97,4.8,3.91,11.81,7.07,12.32,11.82,11.7,13.65,20.17,11.69,12.44,5.86,0.82,15.91,4.58,9.42,1.61,30.36,6.01,5.77,4.51,3.92,12.26,12.83,10.32,7.36,6.41,16.73,19.79,4.02,8.03,20.19,6.14,21.74,8.65,1.22,12.73,9.34,18.34,12.31,6.76,7.32,12.11,10.51,8.97,1.76,13.48,23.15,9.96,3.13,7.56,7.89,5.19,14,10.3,8.3,8.54,18.87,22.27,13.19,12.01,9265
ENSG00000130939,UBE4B,ERAD,Expressed in all,,Expressed in all,,17.86,13.18,11.55,14.51,12.53,13.43,18.46,19.57,16.9,10.68,13.36,12.41,11.12,4.42,11.46,12,21.41,5.02,20.15,13.88,12.56,7.35,9.87,21.17,13.92,16.68,10.47,10.64,11.25,22.35,13.44,16.67,9.14,14.93,10.78,13.28,4.69,18.78,9,9.31,10.35,9.55,12.14,9.3,9.84,6.64,5.01,8.15,8.43,11.89,9.87,12.36,10.16,13.58,14.51,9.4,8.06,11.56,7.96,11.93,13.38,10.28,10277
ENSG00000084733,RAB10,Post-Golgi trafficking,Expressed in all,,Expressed in all,,46.25,42.23,9.69,48.68,53.74,33.16,39.28,143.56,42.88,35.24,43.29,27.37,43.46,18.64,35.7,38.29,32.22,8.51,31.22,40.53,50.65,23.41,57.7,53.83,37.36,42.29,35.93,46.39,26.27,51.44,56.22,58.05,29.6,40.06,31.18,36.67,26.72,24.54,33.21,29.45,31.57,33.42,135.99,28.95,21.23,21.55,13.53,29.02,36.33,22.45,13.3,19.54,28.27,55.57,43.03,25.71,27.72,26.17,18.58,32.93,28.79,57.74,10890
ENSG00000175283,DOLK,Dolichol pathway,Expressed in all,,Expressed in all,,7.52,5.42,0.85,6.42,6.44,5.24,6.17,6.03,9.46,7.14,7.85,5.59,6.75,3.58,8.94,5.77,5.68,3.15,8.4,9.44,5.64,5.9,1.53,7.11,4.14,7.98,5.48,5.76,11.96,7.86,5.57,8.82,7.28,13.25,4.9,5.99,1.23,3.44,3.86,5.88,6.79,6.15,5.92,7.78,4.07,5.93,4.81,7.5,7.19,5.58,5.47,4.8,7.06,2.76,5.46,6.53,7.56,7.76,16.69,7.2,7.6,4.94,22845
ENSG00000168818,STX18,COPI,Expressed in all,,Expressed in all,,21.8,12.1,5.4,11.59,14.21,9.01,37.65,8.11,34.17,8.16,16.32,7.31,19.44,6.92,10.16,10.41,10.4,4.15,13.76,11.24,17.03,4.98,4.76,6.44,13.03,13.46,8.55,12.37,31.48,12.47,11.71,15.58,7.89,11.72,6.65,7.9,3.51,7.5,6.9,8.85,17.78,8.95,6.25,10.09,4.91,11.29,4.75,7.99,8.23,9.72,7.06,14.55,8.65,5.9,7.66,8.05,8.14,8.52,23.87,7.94,11.08,10.98,53407
ENSG00000078967,UBE2D4,ERAD,Expressed in all,,Expressed in all,,6.59,2.34,1.14,6.82,3.18,1.82,3.76,3.44,5.06,3.58,3.43,4.33,5.5,2.78,4.23,2.3,3.37,1.62,2.38,4.18,2.77,2.8,9.12,3.54,1.82,4.09,3.43,2.44,2.64,4.75,2.87,3.74,7.99,10.01,7.78,7.68,1.34,9.55,8.98,5.55,5.59,4.89,5.19,4.94,11.4,7.15,6.21,6.12,6.59,5.46,6.22,6.71,7.63,26.37,5.1,5.27,5.01,5.32,4.54,7.43,5.96,6.34,51619
ENSG00000117758,STX12,Post-Golgi trafficking,Expressed in all,,Expressed in all,,25.54,24.6,4.92,44.26,24.74,27.73,28.8,32.35,21.86,44.49,38.18,10.47,26.2,10.97,39.49,21.61,17.66,6.23,22.55,27.33,26.85,12.81,3.42,17.96,25.62,29.67,20.72,33.22,13.88,85.61,18.19,29.3,30.1,16.11,18.9,18.57,8.25,24.39,26.9,22.89,17.55,15.14,17.72,19.11,8.61,12.79,6.45,33.36,22.03,12.55,7.44,19.68,17.29,8,17.69,14.75,17.32,34.88,8.38,53.24,17.56,16.16,23673
ENSG00000131374,TBC1D5,Trafficking regulation,Expressed in all,,Expressed in all,,15.12,16.38,14.34,21.23,10.15,8.96,18.13,15.34,25.17,13.57,20.73,9.79,14.93,5.32,14.38,22.77,25.3,3.94,13.88,9.87,13.62,7.45,2.14,10.82,11.13,16.49,18.65,10.45,21.92,31.46,21.26,20.4,6.59,6.99,6.09,6.72,2.37,5.97,7,7.15,6.88,3.83,3.97,5.96,3.25,4.63,2.44,6.46,7.55,7.68,2.75,5.46,5.65,1.83,5.32,4.91,6.81,4.2,6.49,7.52,6.27,6.27,9779
ENSG00000071537,SEL1L,ERAD,Expressed in all,,Expressed in all,,16.05,27.6,8.09,20.25,28.04,27.17,22.95,14.64,18.16,22.67,22.92,12.71,21.21,25.01,23.13,19.13,14.25,92.2,30.61,27.89,27.13,9.69,4.71,11.32,25.62,24.13,23.61,25.8,11.65,57.38,25.13,33.58,17.59,11.55,19.18,16.08,5.57,8.82,9.39,13.85,12.13,14.02,7.07,13.24,8.31,7.42,21.63,14.82,12.9,9.11,93.7,7.48,12.45,9.44,10.12,14.55,13.69,13.93,5.56,15.39,13.82,10.33,6400
ENSG00000169221,TBC1D10B,Trafficking regulation,Expressed in all,,Expressed in all,,8.25,10.45,7.38,13.38,8.47,9.59,8.51,9.11,11.92,9.79,9.16,5.09,4.63,1.38,9.52,10.07,8.59,2.51,10.42,6.69,4.78,4.54,5.97,10.21,8.52,8.15,11.02,9.1,19.76,7.16,8.77,9.55,17.25,20.63,14.34,16.09,29.15,26.12,17.59,17.02,19.95,18.85,15.34,17.9,10.37,14.25,6.66,17.71,18.89,19.23,9.27,17.76,19.08,16.01,20.63,18.19,23.87,13.95,59.77,18.58,21.33,18.48,26000
ENSG00000107554,DNMBP,Post-Golgi trafficking,Expressed in all,,Expressed in all,,4.82,4.99,5.22,3.77,14.39,16.99,8.91,6.31,11.61,7.02,10.71,2.7,8.47,5.01,4.95,3.95,8.78,3.2,7.88,6.35,17.32,3.4,2.85,16.18,20.66,7.75,6.6,15.27,7.31,6.26,4.42,9.46,6.48,2.8,3.28,11.87,1.61,2.9,1.25,6.21,7.45,9.34,4.07,6.21,2.11,4.88,2.65,4.16,5.95,6.24,5.06,2.04,5.15,3.58,11.9,7.31,3.68,8.4,4.67,4.79,5.77,8.06,23268
